Node	Beg	End
NODE_505	24883	24884
NODE_505	25269	25271
NODE_505	27488	27490
NODE_505	30789	30790
NODE_505	31044	31045
NODE_505	37780	37782
NODE_505	38113	38127
NODE_505	38887	38896
NODE_505	41434	41436
NODE_505	41529	41562
NODE_505	42273	42275
NODE_505	42625	42626
NODE_506	4742	4745
NODE_506	9618	9622
NODE_506	20522	20523
NODE_506	22297	22301
NODE_506	22783	22809
NODE_506	25068	25079
NODE_506	39251	39252
NODE_506	39901	39907
NODE_506	40456	40461
NODE_506	40817	40822
NODE_506	40870	40881
NODE_506	42223	42233
NODE_506	42346	42347
NODE_506	42386	42392
NODE_506	42470	42478
NODE_507	9462	9480
NODE_507	9539	9543
NODE_507	12870	12878
NODE_507	18961	18966
NODE_507	19142	19144
NODE_507	21829	21838
NODE_507	21973	21977
NODE_507	22745	22758
NODE_507	24846	24849
NODE_507	27477	27486
NODE_507	38082	38104
NODE_507	38977	39000
NODE_507	39172	39175
NODE_507	39295	39315
NODE_507	39479	39489
NODE_507	39526	39533
NODE_507	39600	39602
NODE_507	39733	39746
NODE_507	39932	39934
NODE_507	40168	40173
NODE_507	40683	40782
NODE_507	40882	40884
NODE_507	41139	41158
NODE_507	41259	41335
NODE_507	41383	41384
NODE_507	41420	41433
NODE_507	41662	41683
NODE_507	41761	41815
NODE_507	41913	41916
NODE_507	42076	42080
NODE_507	42245	42248
NODE_507	42292	42293
NODE_507	42382	42397
NODE_507	42441	42442
NODE_507	42591	42596
NODE_507	42935	42947
NODE_508	9469	9471
NODE_508	11937	11939
NODE_508	19799	19819
NODE_508	21120	21121
NODE_508	30639	30645
NODE_508	37493	37494
NODE_508	38157	38160
NODE_508	38267	38270
NODE_508	38545	38546
NODE_508	38582	38584
NODE_508	39433	39446
NODE_508	39525	39544
NODE_508	40932	40941
NODE_508	41212	41226
NODE_508	41456	41459
NODE_508	41498	41508
NODE_508	41655	41657
NODE_508	41824	41842
NODE_508	42226	42234
NODE_508	42286	42297
NODE_508	42377	42378
NODE_508	42664	42682
NODE_508	42948	42956
NODE_509	9431	9453
NODE_509	11491	11499
NODE_509	11933	11943
NODE_509	19775	19780
NODE_509	21104	21119
NODE_509	30003	30007
NODE_509	34453	34456
NODE_509	34682	34683
NODE_509	38120	38289
NODE_509	38575	38577
NODE_509	39139	39148
NODE_509	39441	39521
NODE_509	40427	40447
NODE_509	40671	40674
NODE_509	40947	40967
NODE_509	41174	41210
NODE_509	41437	41442
NODE_509	41585	41605
NODE_509	42280	42281
NODE_509	42365	42445
